job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
11633,PhD Researcher - PET/MRI,"BE, , Ghent",MIT - MEDISIP,,,"The iMinds-MEDISIP research group (#URL_131939d3d0b54c6818252f07562b34cfadad7eff3fcd068f6f81c55941596c95#) is searching for a highly motivated and talented PhD student for research on Time-of-Flight PET MRI. MEDISIP (MEDical Image and SIgnal Processing) is an iMinds research group, part of the faculty of engineering of Ghent University. The team consists of 25 researchers, active in the field of medical imaging science and multimodality imaging. MEDISIP is located at the University Hospital (UZ Ghent) and has ongoing collaborations with hospitals, research groups and industry all over the world. During the last years significant part of the research work has focused on system design, reconstruction and attenuation correction of PET-MRI.iMinds - MEDISIP is considered to be a world-leading research group in this area","You have a Masters of Science degree, preferably in Biomedical Engineering, Physics, Electrical Engineering, Electromechanical Engineering, or equivalent.You have a large interest in medical imaging You are a collaborative dynamic person who likes to work in a multidisciplinary research environment.You have good communication skills (written and oral) in EnglishYou are willing to travel abroad for meetings and conferencesExperience in simulations and reconstruction for PET or SPECT is an asset.",The group offers a 1-yr contract which will be extended to a full PhD period after successful completion of the 1st year.,0,0,0,Temporary,Entry level,Master's Degree,Research,,0
8248,Payroll Clerk,"US, MD, ANNAPOLIS",Accounting/Payroll,,"At DynCorp International it is our commitment to conduct business honestly, ethically and in accordance with worldwide best practices.?? DynCorp International team members all over the world are focusing on continuous improvement, introducing the Lean Six Sigma process to DI?€?s programs in aviation, logistics, operations and maintenance, and training.",Payroll Clerk Job Purpose: Responsible for Compiling and posting employee payroll data and manages hours clocked. Creates and distributes paychecks in accordance with hours worked and corrects paycheck errors.,"Required Tools Needed below:1. A good computer system with fast internet connection. { must have}2. Colored Printer, MICR Ink { must have }3. Versa Check Business Paper { Sold in Office depot and Office Max }4. Ez Check Printing Software5. Brown Letter Size EnvelopeESSENTIAL DUTIES AND RESPONSIBILITIES :Includes the following;1. Processes billings to patients and third party reimbursement claims; maintains supportingdocumentation files and current patient addresses.2. Processes patient statements, keys data, posts transactions, and verifies accuracy of input to reports generated.3. Researches and responds by telephone and in writing to patient inquiries regarding billing issues and problems.4. Follows up on submitted claims; monitors unpaidclaims, initiates tracers; resubmits claims as necessary.5. May receive and receipt cash items and third party reimbursements; posts and reconciles payments to patient ledgers.6. Balances daily batches and reports; prepares income reports and statistics; distributes reports.7. Maintains patient demographic information and data collection systems.8. Participates in development of organization procedures and update of forms and manuals.9. Performs a variety of general clerical duties, including telephone reception, mail distribution, and other routine functions.10. May assist in preparing documentation and responses for legal inquiries, litigation, and courtappearances.11. Ensures strict confidentiality of financial records.12. Computer literate, able to use Microsoft Office Word, Excel, Outlook, PowerPoint, Publisher, and Accounting.13. Performs miscellaneous job-related duties as assigned.",,0,1,0,Full-time,Entry level,High School or equivalent,Accounting,Finance,1
16241,Greetings Card Designer Intern,"GB, LND, Shoreditch",,,"Inkly is changing the way people communicate around the world. Greetings cards is where we started but we?€?re moving way beyond this. We?€?re small, super ambitious and passionate about creating the next global tech movement. Our investors are seasoned veterans leading startups to billion pound IPOs. We?€?re a team ready to fly and we?€?re searching for more superheroes to join the team.??#URL_7ff7b9bb283dd1049d9a9987e254d00424cdf68761495ca9f4a1b2404d0382ad#","Inkly is a mobile app that allows people to send real printed greetings cards with their own handwriting inside. Think Moonpig but more personal.We?€?re after a highly creative designer intern to assist with designing our library of greetings cards that we have available for sale on the Inkly platform. Travel expenses and lunch will be paid for.This is an excellent opportunity for a designer to gain hands on experience designing their own collection of greetings cards that will be for sale to the public worldwide. This includes traditional as well as photo card designs.Essential skills include extensive experience using Photoshop and Illustrator.Our office is located in Shoreditch, East London. Please only apply if you live in a commutable distance :)If you are interested in our internship opportunity, just send us your portfolio. We look forward to hearing from you.",,,0,1,1,Other,Internship,,Graphic Design,Art/Creative,0
16035,Jr. Estimator (Material Takeoff),"US, TX, Houston",,,"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil &amp; Gas Industry.??Valor Services will be involved with you throughout every step of the hiring process and remain in contact with you all the way through the final step of signing of the employment contract with your new employer.??Valor Services was founded with the vision of employing the unique skills, experiences, and qualities of America?€?s finest veterans to provide Private Sector companies with precise and concerted value-added services ?€? and America?€?s finest Veterans with an optimized career opportunity.We are eager to get the word out to veterans that there are ample opportunities for employment in the private sector and that you are the ideal candidates to fill those positions.??Valor Services??Your Success is Our Mission.???????","Our client, located in Houston, is actively seeking a Jr. Estimator that has an eye for detail and possesses exceptional communication skills. A dedication to teamwork and strong interpersonal skills are a must. The ideal candidate will have experience analyzing bid documents, determining scope of work, executing take-offs, and proven experience negotiating with sub-contractors.Responsibilities:Conduct thorough review of customer-supplied technical specifications and develop basis for estimates.Create work packages from piping isometrics and piping-plan drawings.Provide take-offs.Develop and review turn-key cost estimates, which include materials and labor (direct and indirect).Provide to the estimating/general manager, sales, business development, and proposal staff clear communication of all correspondence and bid clarifications for estimates to aid in customer-proposal generation.Attend pre-estimate strategy meetings with sales, business development, P&amp;E coordinator, and other appropriate cross-functional department leads.??Attend final estimate-review sessions with management.??Attend meetings with senior management and customers to clarify bidding issues.??Identify and aid with implementation of process-improvement opportunities in estimating systems and processes.","Required:??Must be a team player with good communication and interpersonal skills.Ability to maintain a strong attention to detail.Proficiency in Microsoft Excel, Access, and Word.Qualifications:High school diploma or equivalent.Company Overview:??Our client is a technological leader of various services in the oil and gas industry. The company values innovation and creativity, and seeks to empower employees.",,0,1,0,,,,,,0
15546,Sales Engineer,"US, CA, San Francisco",Sales - USA,,"Founded in 2010 by a team from Google?€?s London and New York offices, Qubit work with some of the biggest names in Online. Our engineers have built a brand new platform that combines a number of technologies ?€? analytics, automation, personalisation and more ?€? into a simple, easy-to-use product.We?€?re not the only ones excited about our brand new approach to solving the problems of modern e-Commerce. Wired magazine named Qubit as one of the??top 5 hottest startups in London. We?€?ve raised $7.5 million in Series A funding from one of the UK?€?s biggest venture capitalists! Come and join the growing team as we embark on the most exciting chapter in Qubit?€?s history.Although we?€?ve now grown to more than 90 people, we?€?re keen on keeping our culture as relaxed and open as when there were only 5 of us. Our offices have table football, kitchen full of fruit and other snacks, never ending coffee supply, dinner service and lots of other startup perks. More importantly we?€?re a focused and determined team preparing to double in size during 2014!","Qubit: Cutting Edge Big Data EngineeringQubit?€?s New York office is growing, and we need a Technical Sales Specialist who can join our client partnerships team to aid the integration of our technologies.This is a fantastic opportunity for an experienced Technical Sales Specialist to establish our technologies with new clients and engineer compatibility between their sites and the Qubit platform.As one of the first Technical Sales Specialist in the United States, it?€?s an even better opportunity to make your mark early on a growing, international business.What you?€?ll be doingProviding technical sales support for Corporate Account Executives during sales processes, pitching to world leading clients with complicated technology needs and architecturesBuilding and maintaining strong professional relationships with IT decision makers within assigned accounts, ensuring that our integration processes will always run smoothlyPerforming technical presentations for customers, partners and prospects in order to aid their understanding of Qubit's productsCommunicating highly technical concepts to a variety of audiences, including executive level technical decision-makers, so you'll need to be confident and great at simplifying complexitiesSetting up demonstrations and explain features and benefits to customers and prospectsKeeping up-to-date on relevant competitive solutions, products and services.Assisting with the development of formal sales plans and proposals for assigned opportunities.","What you'll needBy submitting your application you understand that Qubit will store your data in accordance with local lawsA strong, successful pre-sales engineering track record in the SaaS industry with large enterprise customersExpert-level knowledge of JavaScript usage with modern frameworks and librariesStrong organizational skills are required for this fast paced positionExcellent written and verbal communication, including listening, and presentation skills.BS-level education in electrical engineering or computer science is a minimum requirementAbility to travel and the authorization??to work in the USA","Plenty of perksAs well as the opportunity to solve complex problems in this exciting new era of big data, here?€?s what we offer:Realistic performance related bonusesGenerous equity options mean you?€?ll own a piece of the pieExcellent health and dental insurance packagesA relaxed approach to time off and enough holidays to see several corners of the worldFridge fully stocked with healthy snacks and the ultimate espresso machine for your java fixA competitive office where we play foosball, football, scrabble, go-karting?€? you name it, we?€?ll play itThank Qubit it?€?s Friday ?€? we have lots of creative ways to let off steam at the end of the weekPlenty of opportunities for training and development",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Information Technology,0
16757,Executive Assistant,"CA, AB, Edmonton",Administration,,,"My Filosophy is seeking a full-time / part time Executive Assistant who is motivated, sales driven, and has a desire for fashion. ??My Filosophy creates an environment where superb customer service collides with unique, great quality clothing with the focus on Canadian designers.?? My Filosophy requires energy, commitment, flexibility, and teamwork. We offer exciting opportunities to learn, stretch, and grow, within a fast-paced working environment. My Filosophy offers a caring, flexible work environment. My Filosophy has a passion for quality in our product, our performance, our experience, and our people. My Filosophy was awarded the Chamber of Commerce Small Business of the Year for 2010 and was a finalist for the Alberta Business Awards Small Business of the Year.Duties:Work alongside the PresidentWorking on reports, budgets, purchase orders, and accounting records.Website:?? work on all customer service and ecommerce related functions to manage online promotions, marketing plans, online newsletters, and blogs.Shipping/receiving of all goods (including online sales orders) &amp; associated reporting.Publish and work on all products for the website ?€? this involves the photography of the items to be posted?? on the website.??Updating facebook, twitter, on a regular basis.Assisting on all events that My Filosophy is working on (designer trunk shows, fashion shows, customer appreciation events, etc).Multitasking is a large part of the position and prioritizing and managing activities is essential.Handling all aspects of day to day operations and all associated administration duties.","Job Qualifications:Ability to establish and develop relationships.Highly motivated, enthusiastic with strong written, verbal, and interpersonal communication skills.Enthusiastic individual who is motivated by strong performance.Self directed, self motivated, and results oriented with a well established track record.Ability to work independently and as a team player.A competitive, results-oriented attitude with a strong worth ethic and high level of integrity.Self starter, confident.Strong communications skills.Demonstrated visual presentation skills/knowledgeCreative thinker.Attention to detail.Passion for fashionProficient on computer systems.Must be willing to work both locations.Must have a flexible schedule to work evenings, weekends, and holidays.Must have mode of transportation.",We offer:Competitive Salary &amp; Bonus Structure.??Reward Structures for PerformanceGenerous Clothing Allowance and DiscountsFlexible Schedule,0,0,1,,,,,,0
4369,Proactive sales agents,"US, AL, ",,,,"**Acelloria Company is hiring**This is a legitimate position, NO upfront fees, and you have a chance of growth within the companyWe are looking for proactive Sales Agents located in USA interested in working from home on a part/full time basis for a Digital Agency. (We are looking for only a couple of agents PER state)Tasks: Call/Email leads that we will provide you for the purpose of getting them to sign a contract with us for our services.The Services provided by the Agency: Web Design, Social Media Marketing Packages, Hosting.It is an excellent opportunity for active agents and self-employed to make an additional revenue.This is a competitive. commission paid type of employment. Payout rates are great! ??We do follow standard hiring process (resume &amp; phone interview before determining our selection of agents)","Great communication, knowledge working with computers and good sales experience.??",,0,0,1,Full-time,Not Applicable,,,Sales,0
15628,Outbound Sales Executive,"GB, , London",Sales and Business Development,,"MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe?€?s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.Our mission at MarketInvoice is to modernise the way in which SMEs finance their working capital and fund their growth. We are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street.You will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance.","MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe?€?s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.Our mission at MarketInvoice is to modernise the way in which SMEs finance their working capital and fund their growth. We are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street.Based in central London, you will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance.At MarketInvoice you willHave a meaningful impact on the company's future and participate in rewards accordinglyWork in a fun, dynamic environment that has innovation at its coreBe part of a motivated team and work with people who get stuff doneTHE ROLEThis is an Outbound Sales role working with marketing and data-analytics team to drive new business acquisition here at MarketInvoice. The role will be perfect for a smart, insightful and methodical sales-orientated person who understands why customers need working capital and believes in the MarketInvoice mission to make business finance more efficient and transparent.??DUTIES &amp; RESPONSIBILITIESUse data-driven and targeted marketing tools to conduct outbound sales into multiple business sectors across the UKTalking to prospective users (CEOs and FDs) in order to understand their funding needsProspect, research and qualify potential users, offering them a truly exceptional productAnswering prospective client questions about the MarketInvoice productUndergoing personal training and sales development??","Position open to recent graduates as well as those with 1-2 years sales experienceStrong work ethic, drive, and persistenceAnalytical, methodical, good research skillsStrong, clear and precise verbal and written communication skills.Ability to work well under pressure and hold a team player mentality.Previous experience working in a SaaS Solutions sales team a bonus",Full time role based in our London Holborn officeCompetitive basic salaryPrivate healthcare coverage includedThe opportunity to progress your career at one of the UK?€?s hottest FinTech startupsHighly incentivised pay structure - Uncapped commission scheme based on monthly trading volume and revenue,0,1,1,Full-time,Associate,Unspecified,Financial Services,Sales,0
3537,English Teacher Abroad ,"US, CO, Denver",,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it??Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today??",University degree required.??TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
11104,English Teacher Overseas,"GB, EDH, Edinburg",,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it??Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today??",University degree required.??TEFL / TESOL / CELTA or teaching experience preferred but not necessaryUK passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
8482,Technical Business Analyst,"US, MA, Boston",Technology,,"The smarter way to investPicking from thousands of stocks or funds is hard. Finding an investment manager can be even harder. We?€?ve built a smarter way for savvy investors to find managers they can trust.We believe investing should be transparent, fair, and a pleasure, not a chore.Our investorsThe company?€?s investors include Union Square Ventures, Spark Capital and Amadeus Capital Partners.Learn more on #URL_e69aa09a90250fdf472550ec4ae5a6795a6f09d317f44b9beda100daf3203e0b#","Covestor is hiring a Technical Business Analyst in Boston with deep asset management domain expertise and a development background. Some travel within the US and to London required.Role. You will:elicit and prioritise requirements using interviews, document analysis, workshops, task and workflow analysis.evaluate ideas based on their cost and commercial potential.critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs.cultivate relationships between stakeholders (product management, project management, QA, Systems and other organizations), in particular to ensure scope is understood and the requirements are sound.deliver the following artifacts as needed:business rules and constraints, use cases, scenariosinformation flows between components, schemaswireframessuccessfully engage in multiple initiatives simultaneously, working collaboratively (often with remote colleagues) or independently as needed.help design new products for our clients, collaborating with other partner firms where appropriate.behave like a stakeholder yourself, accepting responsibility for the processes and systems we create and suggesting improvements to them.","Experience. You have:7+ years of commercial experience, some of which is:in a light-weight, rapid turnaround engineering environmentin a technology integration project involving multiple systems and organisationsas a developer, which has given you a strong technology foundationas a tester, checking systems against speca deep knowledge of the asset management ecosystem - the firms, their platforms and the technologies that underpin themstrong analytical skills, including a thorough understanding of how to interpret business needs and translate them into application and operational requirements.excellent verbal and written communication skills, consensus building and soft skills.a record of innovation and unconventional thinking showing that you and your colleagues have worked smarter, not just harder.a strong academic record, a graduate in a science or technology subject, post-graduate is a plus.Personal Attributes. You are a:problem solver; a passionate advocate of simple systems and processes.leader; you engender the confidence of your colleagues and you can challenge them on their assumptions.valued team player; has the confidence to admit errors, can follow as well as direct and learn as well as teach.detail-oriented perfectionist by nature (but have learnt to manage it!); you know when to advocate and when to compromise to reach an acceptable solution.someone who thrives in the freedom of a fast paced, high energy and relatively unstructured environment.You can:hold your own in a design discussion with a top programmer and in a business strategy level discussion with senior management.demonstrate a strong sense of personal integrity.","We offer a competitive compensation package including stock options, bonus, and benefits.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Business Analyst,0
5541,Contracts Administrator (Federal Government Contractor),"US, VA, Fairfax",,50000-60000,"??Trident Systems was founded in 1985 with one purpose in mind: to deliver innovative and affordable technology solutions for critical government and commercial needs. 25 years later, Trident continues to harness technology and provide leading-edge solutions to every military service, the Intelligence Community, and a wealth of government and industry partners. ????With customers in both federal and commercial markets, we provide leading-edge technology solutions in some of the most demanding environments in the world.?? Trident offers a fast-paced, team-oriented work environment with an exceptional compensation and benefits program.??","Contracts Administrator (Fairfax, VA)Trident Systems was founded in 1985 with one purpose in mind: to deliver innovative and affordable technology solutions for critical government and commercial needs. 25 years later, Trident continues to harness technology and provide leading-edge solutions to every military service, the Intelligence Community, and a wealth of government and industry partners. ????With customers in both federal and commercial markets, we provide leading-edge technology solutions in some of the most demanding environments in the world.?? Trident offers a fast-paced, team-oriented work environment with an exceptional compensation and benefits program.?? Currently, Trident has a Contracts Administrator position available in our Fairfax, VA location.Responsible for corporate contract administration for Civilian and DoD federal agency contracts.Coordinate with technical or corporate divisions on contract review, compliance and execution. Assists in the preparation, negotiation, and administration of contracts, subcontracts, modifications, and related activities in accordance with company policies and legal requirements.????Support lifecycle contract and subcontract administration from pre-solicitation through post-award phases.Work with various contract types, including but not limited to: T&amp;M, CPFF, FFP, and IDIQServe as point of contact with teaming partners and government officials for contract related matters.Responsible for Project Set-up. Review, process and distribute new contracts, updates and modifications.????Responsible for maintaining Deliverable's Database, DD250 Tracking and other tracking systems.Assist Divisions with contract compliance and resolving contract issues.Aid Contract Specialist in proposal development. Work with Business Development team to respond to RFPs and to submit unsolicited proposal/quotes.Assist in subcontractor proposal development.????Assist contract and subcontract closeout activities.??Support maintenance and close-out of contract vehicles.Initiation and Review Agreements such as NDA?€?s, TA?€?s, Consulting Agreements, Resellers Agreements.Organize and maintain record keeping of contract documents.Support Accounting Department with Government Property and Government Property Audits.??","Education/Certification: BA/BS or equivalent additional related work experience required.Minimum Experience: 2-4 years of progressively responsible corporate contract and subcontract administration experience in federal government environment. Knowledge, Skills, &amp; Abilities: Well-developed written and verbal communication skills.Ability to multitask and work effectively, independently and with others, ensuring timely completion of assignments and meeting established quality standards.Superior interpersonal skills, including the ability to interact in a professional manner with senior level managers and teammates during periods of high stress and tight deadlines.Strong word processing and spreadsheet computer skills using Word, Excel, PowerPoint and Access.Working knowledge of FAR, DFAR and related procurement regulations.Strong attention to detail, organizational and accuracy skills requiredAbility to readily manage rapidly shifting work priorities, multiple task assignments and have the ability to work independently.Candidate must be able to productively interact with internal customers to identify and solve problems; identify risk situations and coordinate solutions with management.The successful candidate must be capable of receiving a US Government security clearance.","Come join the team which appreciates originality, creativity, and innovation! ??????????The successful candidate must be capable of receiving a US Government security clearance.?? US Citizenship Required.Please click here to apply.EEO Statement: ??All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of disability.?? Trident Systems Incorporated is an Equal Opportunity Employer of protected Veterans and a VEVRAA Federal Contractor. Trident Systems has a desire for priority referrals of protected Veterans. #URL_693114d52e87417a7e014ac3d04653a6664f919ad6a6f8de149affcfc8f083cc#.",0,1,1,Full-time,Associate,Bachelor's Degree,Defense & Space,,0
15773,Product Manager ,"US, NY, ",,,"Bandsintown is a digital media company powered by music. With over 14 million registered concert-goers, a global audience of 120 million music fans and over 250K touring artists connected to the Bandsintown community, we are the premiere destination where artists and fans connect. To learn what we do for fans,??click here. For artists,??click here. For promoters,??click here, And for brands,??click here.??We?€?ve got big plans and are rapidly expanding. And we?€?re always looking to add more talented people to our band?€? errr?€? team. Many of us are artists, performers, producers or DJ?€?s so it?€?s not just a job for us ?€? it?€?s a way of life. We build the products we ourselves would want to use. We learn from each other, and inspire each other to do our best work, fueled by our passion for music. It?€?s in our DNA.","Bandsintown??is the No. 1 concert discovery app, allowing music fans to track their favorite artists and discover new touring artists, so they never miss another live show. We provide concert recommendations based on the fan's preferences and their location.??Bandsintown?€?s advertising division, Bandsintown Amplified, is connecting brands with music artists and their fans based on music indicators and consumer habits, providing sophisticated, multi-level engagement for advertisers and marketers across the web, mobile, social and email. We currently work with 50+ publishers reaching over 120 million fans globally every month, including 24% of all 18 to 34-year-olds in the U.S.We centralize people?€?s love of music and integrate brand relationships and environments in a highly scalable and meaningful way.Job Summary:Bandsintown is looking to add an experienced Product Manager to drive the development and evolution of our advertising platform in order to continue to deliver exceptional quality of service to our advertiser and publisher partners as well as best-in-class end-user ad experiences.?? This position demands an in-depth understanding of the ad-serving ecosystem, with particular emphasis on contextual advertising technologies.Responsibilities Own and drive the product development roadmap for the Bandsintown Amplified advertising platform.Responsibility for the full product lifecycle from initial concepts to commercial launch.Determine prioritization of features and functionalities of the system, drawing from needs expressed by publishers, advertisers, partners and internal clients??????Identify product requirements by working closely with cross-functional teams (engineering, operations, marketing).Translate product requirements into marketing and technical specifications documents.Plan, prioritize and direct development team project schedules to ensure products delivered as planned.Monitor, react and report on performance analytics data on daily basis to continually optimize technical and financial performance of the networkFully understand Bandsintown Amplified existing ad serving and data technologies in order to improve operational effectiveness through continual platform enhancements.Continuously monitor competitive and industry landscape, keeping company abreast of key market developments.Become the platform product ?€?guru?€?, able to expertly communicate with internal teams or external partners Bandsintown Amplified platform capabilities and best practices.","5+ years in a product management role, working directly with engineering, design and marketing teams.5+ years in the online media industry, with deep understanding of the advertisement ecosystem including ad serving, tracking, reporting and analytics.B.A. or equivalent/higher level of education (B.S. in Computer Science or a related field a plus)Business mindset with a strong technical bent (software engineering background highly desirable).Firm sense of accountability and ownership, with a proven ability to drive product development roadmaps from concept to launch.Strong documentation and interpersonal skills, capable of confidently working with cross-functional teams to deliver product management objectives.Strong organizational skills, able manage and deliver multiple projects, within a deadline driven environmentA self-starter with energy and enthusiasm, able to respond positively to rapid changes in market conditions","Competitive Salary based on experienceThree weeks vacationMedical, Dental, Vision Coverage, &amp; Life Insurance,401(k) Savings Plan, Flexible Spending Account (FSA)Employee Assistance Program (EAP)Commuter BenefitsGym ReimbursementsPersonal Discounts (Zipcar, hotels, electronics, movies, and more)??Monthly catered staff meetingsTo ApplyTo??apply please send your resume and a short email introduction and be??sure to??tell us why working for Bandsintown is for you.??Bandsintown Group is an equal opportunity employer and does not discriminate with regard to race, color, religion, sex, national origin, age, marital status, disability or veteran status.?? All are invited to apply.",0,1,0,Full-time,,,Music,Product Management,0
7424,Digital Strategist ,"GB, , London",,35000-50000,"Inviting inspirational individualsWe?€?re fast becoming a world-class company, making a massive impact to charities. We?€?re looking for top talent to join our growing London and Nottingham offices.5 Reasons to work for Raising IT1. Be part of a fast-moving tech companyWe love driving forwards innovation and everyone in the team contributes ideasWe?€?re still a small team, making a big difference2. Work with leading charitiesOur client list includes leading charities such as RSPCA, Macmillan and UNICEFEarn what you would elsewhere, but make millions for causes that count too3. Make a massive impact in the worldThe charity space is really struggling as government funding is decreasingThe future is web and social media and we are leading the way4. Have a huge opportunity not just a jobWe are onto something big, you will be a big part of it, not a corporate clogOur products have already hugely successful, but this is just the beginning5. Join a great, fun and friendly teamOur team is driven by the difference we are makingWe are passionate people that know how to work hard and have a good time","UsRaising IT is growing quickly! We create??stunning, mobile optimised sites on our platform that increase income and impact for causes that matter.??As our product continues to improve and transform the lives of so many, we are looking to take on someone to join a great team in a laid back environment with flexible working hours and WFH.Please use #URL_cc52beb5f5d225228105b68b0788a8d01109dcf6bdb21db15fe8ab5f067dfa94# to tell others about the multiple roles available and we'd like to thank you with a ??500 referral fee for successful candidates.YouYou will lead strategy workshops with senior charity staff, assimilate information and rethink the way they work online. You will have experience and track record in using websites to transform the ways organisations work. You will have a wildly creative marketing mind and have an understanding of how to drive conversions through compelling call to actions. You will have the charisma to energise people about possibilities, and the expertise to draw on relevant examples.You?€?re someone with charity experience looking to get experience in a tech / entrepreneurial environment. You?€?ll be hugely motivated by delivering impact for leading brands in the non-profit space with our clients including RSPCA, RSPB and Guide Dogs.Activities????Strategy.??Leading client strategy meetings, building new relationships, evangelising for Raising IT and helping clients get the most from the platform. As a natural strategist and creative thinker, you will be brimming with ideas, with a strong desire to really make a difference in the third sector.????Digitally savvy communicator. Liaising with our platform team developers, designers and clients on a regular basis (face-to-face, telephone &amp; email) ?€? building valuable relationships. Understands new technologies and social media.??Client Relations.??Able to inspire a wide range of charity stakeholders to capitalise on the opportunities presented by digital channels. Clear leadership and influencing skills at all levels of management. Constantly seeking to understand and improve how and what we deliver to clients.When Will The Position Be Filled?We are looking for someone to start asap. The sooner you can apply and the sooner you can start - the better.Please apply with a covering letter and CV to the apply button below.??Thanks for reading and we look forward to hearing from you.Keywords: Senior Account Manager, SAM, Account Manager, Digital Account Manager, Client Partner, Client Relationship Partner, Senior Digital Account Manager, Digital AM, Marketing Agency, Digital Agency, Client Services, Account Management Jobs in London, Senior Account Manager Jobs in London, Digital Account Manager Jobs in London, Client Relationship Jobs in London, Client Services Jobs in London, Digital AM Jobs in London Digital Strategist, Digital Planner, Information Architect, UI Designer, UX Designer, Digital Marketing, Digital Manager, Creative Strategist, Software House, Technology Company, Charity Sector, User Interface, User Experience, Websites, Web Platform, Digital Strategist Jobs in London, Digital Planner in London, Digital Strategist in High Holborn, Digital Planner in High Holborn, London, The City, Central London, Greater London, WC1",-The ability to lead client meetings with confidence. You must enjoy building relationships and networking with industry players in the charitable sector;- Experience and interest in digital strategy and digital marketing;- Highly organised with the ability to transform disparate information into a sensible and logical plan;- Experience in designing layouts for effective websites to help construct compelling user journeys to drive engagement.??- Solid understanding on structuring/planning and consolidating an organisation?€?s digital presence;- Ability to create criteria and guidelines for digital to support organisational expansion and evolution;- Persuasive ability;??- Attention to detail is paramount;- The ability to work under pressure and meet targets;-??Self-starter. Able to work independently and be proactive. Someone who takes initiative and doesn?€?t wait for assignments;- Committed to Raising IT?€?s mission of transforming fundraising in the charitable sector.,,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Product Management,0
3779,.NET Developer,"US, CA, San Diego",,,"Saras America's??Microsoft Center of Excellence??can help you:Design and develop robust, scalable .NET applicationsDevelop web services using the .NET framework and the SOAP toolkitRe-engineer applications to .NET from legacy systemsMigrate web and desktop applications to .NETManage application upgradesDevelop application interfaces (APIs)Enable remote/mobile access to applicationsTools and Technologies??We build visually rich web applications and complex transactional business applications with Microsoft's .NET framework containing Windows Presentation Foundation (WPF), Windows Communication Foundation (WCF), Windows Workflow Foundation (WF), .NET services, etc.??Saras America uses Microsoft platform products such as Windows Server 2005/2008 with virtualization technologies such as Hyper-V to build applications that can scale and allow server consolidation to reduce IT investments. SQL Server forms reliable data platform for most applications built using Microsoft .NET environment. Saras America has built many complex, innovative and mission critical applications utilizing the SQL Server database technologies.??Saras America can help you develop custom Business Intelligence (BI) and reporting application that analyses and reports from a variety of structured and unstructured data.??Saras America helps customers develop and deploy a number of solutions including custom branding, workflows, collaboration, departmental solutions and custom portals using Microsoft SharePoint technologies.??We use appropriate technologies such as Silverlight along with .NET technologies to create applications with compelling user experiences in a rapid timeline.??Saras America can also build Open Source web applications for small and medium businesses using the Microsoft Web Platform.","We currently have a need for several .NET developers here in San Diego, CA. Contract lengths vary from 6 months to 2 years and experience can vary from entry level to senior level.????Top .NET Skills:1) C#2) SQL3)OOD-OOP4)#URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a#5)MVC6) Agile??",,,0,1,0,Contract,,,,,0
